LAMMPS data file via write_data, version 15 Jun 2023, timestep = 1000, units = lj

1150 atoms
2 atom types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 1
2 10

Pair Coeffs # lj/cut

1 1 1
2 0.5 3

Atoms # atomic

785 1 -9.148883241728493 -19.48463615165091 -19.12883937658837 0 0 0
618 1 -8.489888863170924 -19.507613279969 -18.223200563059113 0 0 0
348 1 -7.467659942321019 -19.8557789259029 -18.520670886199845 0 0 0
377 1 -8.06474107711304 -19.219584839279257 -19.22318181694669 0 0 0
551 1 17.7888546227707 -18.833173022397542 -16.71246044873754 0 0 0
484 1 -17.209286811406837 -16.924918546368808 -17.866979587988585 0 0 0
765 1 -3.8439466670083973 -14.346151793428927 -18.02111942759499 0 0 0
836 1 -2.9426951744826346 -14.0708481370678 -17.416258402772183 0 0 0
176 1 13.860501392251262 -17.4030472856568 -17.554496011401678 0 0 0
723 1 -8.644594922827318 -14.679610913824979 -18.499331559464174 0 0 0
908 1 -1.8744268278885376 -12.81180693251192 -17.51510775727289 0 0 0
629 1 2.1012145546115875 -15.27953475952939 19.71719766371537 0 0 -1
471 1 -11.216581022845839 -10.631155286009545 -19.940293841690313 0 0 0
142 1 -3.7844404994401146 -12.711617224511365 -16.547590577701882 0 0 0
887 1 -3.9474055769860636 -12.48752571354489 -17.623522734524457 0 0 0
211 1 7.365886998837446 -12.88462374621046 -17.864397527601273 0 0 0
192 1 -11.610431451576325 -9.587560454889555 -19.952433221959115 0 0 0
109 1 15.398418279428586 -9.40487089198172 -18.43090395072794 0 0 0
497 1 15.535612931017482 -10.514639634973497 -18.53007388669398 0 0 0
607 1 16.42490056899674 -9.84898565665305 -18.390435203535723 0 0 0
63 1 -15.35076676999379 -7.100339095637655 -18.7521493861468 0 0 0
647 1 -10.790485972501784 -8.830093908229875 -19.90911303896089 0 0 0
1096 2 1.8424252051719652 -4.981518379068927 -18.23443331741872 0 0 0
653 1 9.793176149885472 -4.729217035875002 -17.74662359196953 0 0 0
977 1 16.82624814533245 -5.234225890315358 -18.990143574619587 0 0 0
175 1 -19.000687618378482 -3.9835732710628062 -17.644816894783784 0 0 0
422 1 -18.597267127946814 -4.827054544207253 -18.26591090724857 0 0 0
430 1 -11.672878567059524 -3.2653948297399276 -16.25962912439129 0 0 0
783 1 -18.590692303170762 -0.3551625073261519 -18.288350346518936 0 0 0
586 1 -13.933365676431194 -0.8639850483028987 -19.587418225229754 0 0 0
32 1 16.6393620410644 -0.4463601177123543 19.849600705364377 0 0 -1
128 1 15.622001004355726 0.0176133143089425 19.783589902903152 0 0 -1
490 1 -18.85728135508134 3.756496691796756 19.81011534024013 0 0 -1
1098 2 7.178576070083246 3.6609821627313575 -17.593257729518108 0 0 0
1040 2 -3.2379098983050305 4.4587498137940855 19.94543237871209 0 0 -1
598 1 8.239729356433873 4.2278615862367745 -16.06315283719108 0 0 0
921 1 12.568079355040393 5.3885211307227445 19.803795455121197 0 0 -1
76 1 14.002409300229306 8.164321935928974 -16.966378643848525 0 0 0
561 1 7.196150809310058 10.517951334555724 19.870847211499445 0 0 -1
244 1 8.014261069162544 11.269320109180228 -19.9520313444134 0 0 0
492 1 15.080756226906768 8.00077698895044 -17.081625114966624 0 0 0
402 1 -8.088394076537092 12.701671210831918 -19.078336072947433 0 0 0
915 1 6.937206210376538 11.59456785546594 -19.933122818005 0 0 0
575 1 10.444166944312887 12.094235367230457 19.359587811479557 0 0 -1
562 1 14.166162193139186 12.878848185872053 -17.80255547340369 0 0 0
91 1 17.437363591922725 12.172119457203564 -19.788352341805297 0 0 0
133 1 -17.32840435065116 16.116761233591205 -19.52008156976412 0 0 0
567 1 -8.75192363104226 13.601108399635828 -18.97593080719137 0 0 0
104 1 14.633148739117148 15.304246633449877 -17.654421086367584 0 0 0
