step temp tot_eng v_Lcnt v_Fcnt
5300 286.952643555949 3773.27585700344 55.7719999999993 -99.0642096583339 
5400 293.125286745692 3804.77863446014 55.8719999999991 -363.379918489821 
5500 320.426822117479 3841.50557077947 55.9719999999988 -517.97568392528 
5600 309.793030007733 3860.80403577671 56.0719999999986 -317.965472406879 
5700 286.383943278113 3825.42660901549 56.1719999999984 -473.159537085282 
5800 300.140535410749 3837.25560007498 56.2719999999981 -553.092877327172 
5900 302.888780600118 3894.98774845194 56.3719999999979 -760.607071009405 
6000 304.259726560004 3952.42548027578 56.4719999999977 -487.019685099982 
6100 310.298094469546 3995.79239074697 56.5719999999974 -719.11238836041 
6200 292.754774804886 4013.51404759074 56.6719999999972 -658.485289746021 
6300 282.719798355117 4004.85960588418 56.771999999997 -642.259545705538 
6400 286.09820484958 4022.68250399497 56.8719999999967 -850.144904465356 
6500 292.417404074768 4082.75411539834 56.9719999999965 -808.441734957723 
6600 289.17070860621 4145.57251280201 57.0719999999963 -950.336010894457 
6700 294.513221376631 4216.41036071828 57.171999999996 -990.667833861301 
6800 311.504751633259 4274.47135655503 57.2719999999958 -1065.20725177016 
6900 307.364049329506 4316.39278422793 57.3719999999956 -1105.82658322919 
7000 285.991040860528 4323.18874049499 57.4719999999953 -1034.65197309311 
7100 293.671678654811 4369.28870708404 57.5719999999951 -1122.16556189114 
7200 301.398623720093 4452.41023659879 57.6719999999949 -1254.84788322984 
7300 319.826401128145 4539.26402108669 57.7719999999946 -1106.41814681521 
7400 298.805321640648 4601.11013109139 57.8719999999944 -1258.20298085395 
7500 301.243955308518 4649.89538080135 57.9719999999942 -1375.64397320626 
7600 312.186654134993 4709.27613920363 58.0719999999939 -1537.59401774751 
7700 307.200024919449 4767.04865100715 58.1719999999937 -1364.19755121871 
7800 297.947194065541 4797.13267985081 58.2719999999935 -1519.95825072866 
7900 272.482199627222 4846.70945892414 58.3719999999932 -1694.0597035951 
8000 293.549612043699 4955.99721704063 58.471999999993 -1548.04984982175 
8100 306.610136522438 5056.30755285907 58.5719999999928 -1565.76281606613 
8200 287.587873968772 5152.7088624644 58.6719999999926 -1721.08678192754 
8300 316.320083278838 5241.41532765007 58.7719999999923 -1634.65966258545 
8400 289.071739205793 5311.7621423099 58.8719999999921 -1757.34652237637 
8500 299.691062694266 5364.52092271831 58.9719999999918 -1771.38898891385 
8600 289.023440641588 5437.9386186937 59.0719999999916 -1886.53192163357 
8700 293.940809223937 5559.88811869058 59.1719999999914 -1936.31770588989 
8800 305.310966441881 5689.08838423222 59.2719999999912 -2047.970745505 
8900 317.695689281328 5784.8667456459 59.3719999999909 -2015.71339842638 
9000 300.668939015376 5855.39985227946 59.4719999999907 -2077.02219990439 
9100 289.911218056808 5927.75240592854 59.5719999999905 -2077.97725013696 
9200 307.512140909418 6036.51356401058 59.6719999999902 -2136.71983625903 
9300 305.148036120279 6156.45128672207 59.77199999999 -1973.08759503251 
9400 300.037557071681 6269.94959287479 59.8719999999898 -2171.23380033856 
9500 301.51499732852 6378.52976852273 59.9719999999895 -2357.64778468969 
9600 295.576130383101 6479.57975437547 60.0719999999893 -2151.06936415937 
9700 288.192096816814 6586.1883239577 60.171999999989 -2449.84803498409 
9800 285.80456232666 6701.69104825664 60.2719999999888 -2259.05006976026 
9900 317.737644917177 6837.39468730458 60.3719999999886 -2325.83886470417 
10000 304.648182359551 6979.36033222128 60.4719999999883 -2334.77963578494 
10100 321.858326990681 7108.77560956089 60.5719999999881 -2494.14725648114 
10200 295.911056862224 7191.27330601077 60.6719999999879 -2449.9598031075 
10300 297.489370250944 7291.37837369764 60.7719999999877 -2577.21248115892 
10400 311.988599218773 7433.36503227616 60.8719999999874 -2618.95040032012 
10500 301.786619390635 7594.53366518592 60.9719999999872 -2616.07102982612 
10600 322.940987698058 7757.06768125682 61.0719999999869 -2745.12941206844 
10700 293.672478428032 7879.60432827023 61.1719999999867 -2714.79399379077 
10800 288.264438602785 7949.02316971838 61.2719999999865 -2679.92921980763 
10900 288.347895672895 8097.83220118201 61.3719999999862 -2864.21820832401 
11000 303.148100832188 8276.28349472353 61.471999999986 -2913.52073651533 
11100 318.914096252964 8443.92068814531 61.5719999999858 -2764.92313690394 
11200 300.019591867906 8585.93717243238 61.6719999999855 -2831.28209964858 
11300 294.895857119627 8702.6750995704 61.7719999999853 -2918.86004136775 
11400 291.519448030776 8827.61285221531 61.8719999999851 -3089.72511637842 
11500 290.712536591671 8990.98175618068 61.9719999999849 -3112.17056905511 
11600 295.696606313356 9166.742198597 62.0719999999846 -3062.91551130722 
11700 293.74214847401 9335.89311122045 62.1719999999844 -3162.34143855854 
11800 303.894067032201 9502.78353414295 62.2719999999841 -3451.01636182901 
11900 294.803939904332 9656.38327387273 62.3719999999839 -3393.69168575995 
12000 288.034885324516 9772.40731663496 62.4719999999837 -3220.68452510826 
12100 284.057650901294 9935.27375102969 62.5719999999835 -3546.24184569311 
12200 290.578793677858 10146.7028099588 62.6719999999832 -3596.90227195955 
12300 312.419073372875 10335.8939279745 62.771999999983 -3493.39427480927 
12400 304.260320841631 10513.8896678634 62.8719999999827 -3620.70403468402 
12500 300.062601440318 10689.3445792388 62.9719999999825 -3690.80429604193 
12600 300.87589379262 10836.4017277471 63.0719999999823 -3535.82303748622 
12700 284.333205106881 10991.6570176707 63.1719999999821 -3623.94985220667 
12800 295.588822462285 11199.2291605883 63.2719999999818 -3716.21936493043 
12900 299.111943034218 11424.4512152877 63.3719999999816 -3566.7160447634 
13000 306.525804248668 11620.9220805205 63.4719999999813 -3791.05919857113 
13100 313.028556279236 11799.5703030747 63.5719999999811 -3910.90160999524 
13200 291.945381915948 11961.3160234709 63.6719999999809 -3740.82888628449 
13300 287.983428715037 12136.0356399738 63.7719999999808 -4200.19484920716 
13400 297.371443211235 12340.2346542761 63.8719999999809 -4125.06220616582 
13500 311.183635076982 12585.0756831334 63.971999999981 -3855.59590184535 
13600 311.49457789258 12808.0819534022 64.0719999999812 -4270.55750926057 
13700 308.723994149488 13007.3695319631 64.1719999999813 -4077.36279960873 
13800 297.510190001256 13174.9922233569 64.2719999999814 -4082.92801059316 
13900 297.140884881684 13368.1393203082 64.3719999999819 -4197.78781399554 
14000 281.568137381883 13592.4736377649 64.4719999999824 -4252.80164242267 
14100 303.666477672934 13818.5050282571 64.5719999999828 -4278.14177567146 
14200 300.750651332505 14039.0158934734 64.6719999999833 -4237.43072314218 
14300 298.351957568339 14260.3219558079 64.7719999999838 -4311.23296426002 
14400 295.697567474488 14469.1222679281 64.8719999999843 -4335.77702682094 
14500 300.657632651374 14668.2363876199 64.9719999999848 -4469.40453675915 
14600 287.283532254627 14873.7341800124 65.0719999999852 -4570.50328510723 
14700 287.077701250553 15120.8168194638 65.1719999999857 -4617.47438079494 
14800 279.71846341805 15395.3914559469 65.2719999999862 -4570.7173286196 
14900 298.247516138458 15636.5214313358 65.3719999999867 -4725.04901005863 
15000 303.296632875395 15850.7882908389 65.4719999999871 -4655.73837387574 
