step temp pot_eng kin_eng tot_eng press v_n1_in v_n2_in c_sumcoor12
80000 0.983030155899096 -0.209540764186336 1.47319119782123 1.2636504336349 0.0156055658187419 152 84 0.0228690228690229
81000 0.987585624615651 -0.206230157092457 1.48001812614577 1.27378796905331 0.015646688878003 143 85 0.0197505197505198
82000 0.975123429919391 -0.219669533097199 1.46134199965881 1.24167246656161 0.0147168105333507 143 85 0.0311850311850312
83000 0.96972785657973 -0.20771851674547 1.45325607156852 1.24553755482305 0.0163342401528982 151 84 0.0343035343035343
84000 1.00937112510138 -0.219667264971122 1.51266636929793 1.29299910432681 0.01599082051922 159 84 0.0353430353430353
85000 1.01249592702988 -0.222006288844673 1.51734926805581 1.29534297921113 0.0156131712567566 152 83 0.0363825363825364
86000 1.01687995027874 -0.218660075294316 1.52391926432957 1.30525918903526 0.0162309224039898 153 84 0.0353430353430353
87000 1.00950690884342 -0.209410763012637 1.51286985788106 1.30345909486842 0.0158211091182247 147 85 0.0280665280665281
88000 0.969942052206563 -0.224020502795448 1.45357706997347 1.22955656717802 0.0148839059125385 152 85 0.0363825363825364
89000 1.01996661416355 -0.207438806159608 1.52854500855364 1.32110620239403 0.0162827123072488 146 84 0.0374220374220374
90000 0.9676806586597 -0.217154394285819 1.45018809452032 1.2330337002345 0.0150935256888427 152 82 0.0384615384615385
91000 0.987192303122001 -0.202022672774997 1.47942868567044 1.27740601289544 0.014727857200199 157 83 0.0353430353430353
92000 0.97811866039664 -0.224552821945289 1.46583071971287 1.24127789776758 0.0150163260776385 155 86 0.0332640332640333
93000 0.9949156339326 -0.224064065117977 1.49100304368963 1.26693897857165 0.0148673600021883 154 85 0.0291060291060291
94000 1.00736776915306 -0.215523741428398 1.50966409481891 1.29414035339051 0.0167707003657389 155 85 0.0488565488565489
95000 1.03164322536165 -0.216260348858533 1.54604384186429 1.32978349300576 0.0164880730505113 152 86 0.0415800415800416
96000 0.976711362103968 -0.220841983087981 1.46372171070126 1.24287972761328 0.0152628842886064 158 87 0.0332640332640333
97000 1.0021231101141 -0.215049328624035 1.50180433030874 1.2867550016847 0.0171351415454084 156 86 0.0405405405405405
98000 1.04586972113816 -0.222562797437776 1.56736398980485 1.34480119236708 0.0163111879425571 149 88 0.0426195426195426
99000 1.00734577868196 -0.221360452563304 1.50963113940216 1.28827068683886 0.0153319306002921 154 85 0.0488565488565489
100000 0.991008650250952 -0.23542609131972 1.48514794968738 1.24972185836766 0.0152468363430988 162 85 0.0384615384615385
101000 0.969716402969203 -0.226589516744958 1.45323890692905 1.2266493901841 0.0147391124840867 148 85 0.0374220374220374
102000 1.03675761247475 -0.236389452418588 1.55370837792359 1.317318925505 0.0159701448648771 164 85 0.0384615384615385
103000 0.984322726215217 -0.203617722154272 1.47512827289553 1.27151055074126 0.0156573040183162 157 82 0.0363825363825364
104000 0.993712886661809 -0.220107103043433 1.48920057946012 1.26909347641669 0.0161394369696555 155 83 0.0405405405405405
105000 1.00598042922737 -0.223775109950966 1.50758499586691 1.28380988591594 0.0156906396009121 164 81 0.0384615384615385
106000 0.992652485154026 -0.231499532835041 1.48761143780658 1.25611190497154 0.0153129722747082 173 81 0.0467775467775468
107000 0.958134572011967 -0.222130596150246 1.4358821134284 1.21375151727816 0.0148629786613676 168 81 0.0457380457380457
108000 1.01094163795235 -0.23754005135725 1.51501997533355 1.2774799239763 0.0149966900297415 169 79 0.0353430353430353
109000 1.03884554579461 -0.234260498449521 1.55683740196217 1.32257690351265 0.0156974204978209 167 80 0.0478170478170478
110000 0.998416392831927 -0.221882380218852 1.49624936005666 1.27436697983781 0.0160055058205596 170 81 0.0426195426195426
111000 0.986159148678307 -0.239259106478646 1.47788037708264 1.238621270604 0.0146263825275319 171 83 0.0405405405405405
112000 0.954284386631806 -0.219920776955999 1.43011213864381 1.21019136168781 0.0165875862298494 172 83 0.0415800415800416
113000 1.01646150252136 -0.238299441354814 1.52329216906783 1.28499272771301 0.015492324297249 169 79 0.0353430353430353
114000 0.999283580830659 -0.222450609692227 1.49754894758093 1.27509833788871 0.017402538368216 162 80 0.0488565488565489
115000 1.01995620794222 -0.229883301436338 1.52852941355528 1.29864611211895 0.0160503914574638 178 82 0.0488565488565489
116000 0.958486895231816 -0.225254699709417 1.43641011296448 1.21115541325507 0.0156461455512855 168 82 0.0405405405405405
117000 1.01327367323581 -0.233625744522291 1.51851481608892 1.28488907156663 0.0157531483738802 169 79 0.0457380457380457
118000 1.01827338910928 -0.230645148567486 1.52600750323816 1.29536235467067 0.0159912469457505 166 81 0.0395010395010395
119000 1.00978272389204 -0.230524448342758 1.51328320054345 1.28275875220069 0.0155840466999833 164 82 0.0322245322245322
120000 0.985488061363449 -0.230896848131775 1.47687467047305 1.24597782234127 0.0163213327790558 163 83 0.0457380457380457
121000 0.98209622097244 -0.225437293610651 1.471791581843 1.24635428823234 0.0158269976314296 162 82 0.0343035343035343
122000 0.95204146104981 -0.25750932604638 1.42675083969999 1.16924151365361 0.0138105237279068 157 82 0.0405405405405405
123000 0.989926057034129 -0.233037198087342 1.48352555103737 1.25048835295003 0.0148993589225433 162 81 0.0415800415800416
124000 0.962004533535326 -0.236001294452487 1.44168172518793 1.20568043073544 0.0148312677140198 162 79 0.0488565488565489
125000 0.992638624815978 -0.26081605233124 1.48759066639089 1.22677461405965 0.0151378592352773 161 75 0.053014553014553
126000 0.993678170574129 -0.260310001039901 1.4891485531469 1.228838552107 0.015069683517084 157 74 0.0446985446985447
127000 1.06311200833297 -0.223718197736073 1.59320367089018 1.36948547315411 0.0168349043674059 151 78 0.0457380457380457
128000 1.03623978482164 -0.242171225545054 1.55293234970516 1.31076112416011 0.0161691071992301 152 78 0.0405405405405405
129000 0.979751017073345 -0.223917309296296 1.46827700630275 1.24435969700646 0.0156225333183756 160 77 0.0478170478170478
130000 0.997002659117839 -0.22257763172235 1.49413070677715 1.2715530750548 0.0145336101261008 158 76 0.0311850311850312
131000 0.984169221707548 -0.221720245275973 1.47489822757274 1.25317798229677 0.0171552228717429 163 78 0.0415800415800416
132000 0.978803560712946 -0.228961556924778 1.46685712679846 1.23789556987369 0.0154989444230396 162 79 0.0415800415800416
133000 0.992592943774306 -0.235543797089068 1.48752220774992 1.25197841066086 0.0155451195287757 165 79 0.0363825363825364
134000 1.03982322411117 -0.238222162406089 1.55830257277267 1.32008041036658 0.0157016385667798 161 78 0.0446985446985447
135000 0.981320998710603 -0.235262348745627 1.4706298162495 1.23536746750387 0.0140886045909463 173 79 0.0436590436590437
136000 1.00691707369542 -0.241499644252379 1.50898867242509 1.26748902817271 0.0157119880638178 163 80 0.0426195426195426
137000 0.954747274307964 -0.237741852401263 1.43080583257171 1.19306398017045 0.0154163821481441 163 80 0.0374220374220374
138000 1.00617891013139 -0.242887712395619 1.50788244383327 1.26499473143765 0.0170208241536196 162 79 0.051975051975052
139000 1.01639160116385 -0.241374761609992 1.52318741331441 1.28181265170442 0.0155101071570027 163 79 0.0426195426195426
140000 1.00944508854386 -0.230167158041694 1.51277721258364 1.28261005454194 0.0165122055778003 161 81 0.0457380457380457
141000 1.02149398515427 -0.239757541596055 1.53083396122293 1.29107641962688 0.0166102596484305 163 80 0.0602910602910603
142000 0.992107373001311 -0.245514972494411 1.4867945204207 1.24127954792629 0.0153505915950372 163 77 0.0467775467775468
143000 1.00242460346122 -0.229992729380492 1.50225615504932 1.27226342566882 0.0154098216147903 159 78 0.0415800415800416
144000 1.01523671689127 -0.218350464115428 1.52145667765524 1.30310621353981 0.0164537364480148 163 76 0.0488565488565489
145000 1.00988418429994 -0.210007227824477 1.51343525140266 1.30342802357819 0.0168002434274082 163 77 0.0426195426195426
146000 0.975460596367322 -0.216539965653201 1.46184728491411 1.24530731926091 0.0154322034167387 165 76 0.0332640332640333
147000 0.997600169702693 -0.225491260902752 1.49502614963709 1.26953488873434 0.0154995421383107 155 75 0.0353430353430353
148000 1.00677646833361 -0.226772041937573 1.50877795805367 1.2820059161161 0.0159812300532171 159 75 0.0363825363825364
149000 0.997427507592123 -0.228603349593601 1.49476739429784 1.26616404470424 0.017056781933337 156 76 0.0457380457380457
150000 1.029558764182 -0.224649768243748 1.54292002125347 1.31827025300972 0.0162673250481099 163 74 0.0291060291060291
151000 1.01258444999045 -0.223984057820089 1.51748193056419 1.29349787274411 0.0156222770307099 155 76 0.0395010395010395
152000 0.961127982976516 -0.245696322053877 1.44036810671963 1.19467178466575 0.0147044352904667 152 75 0.0446985446985447
153000 1.0054623437823 -0.237254901353197 1.50680858131563 1.26955367996243 0.0165058944423621 152 74 0.0415800415800416
154000 1.03107769038473 -0.235248357045719 1.54519631837271 1.30994796132699 0.0164566222322844 155 75 0.0467775467775468
155000 0.984275002403323 -0.224920546966751 1.47505675291297 1.25013620594622 0.0151121208507377 157 75 0.0405405405405405
156000 0.977314125576897 -0.2255425487119 1.46462502565794 1.23908247694604 0.0149855884641313 168 75 0.0426195426195426
157000 1.02370675629046 -0.222885101166271 1.53415007003308 1.31126496886681 0.0161915104275749 172 74 0.0322245322245322
158000 1.00148336764108 -0.213680305380869 1.50084559778718 1.28716529240631 0.0155008523362481 172 73 0.0363825363825364
159000 0.997163471207675 -0.22649938857406 1.49437170340764 1.26787231483358 0.0153144545512229 177 73 0.0332640332640333
160000 0.997984822527079 -0.225863725898126 1.49560259904885 1.26973887315072 0.0150743254819748 182 74 0.0457380457380457
161000 0.983915819283714 -0.216734256504518 1.47451847297614 1.25778421647163 0.0157942636959101 176 73 0.0457380457380457
162000 0.968372352169631 -0.229838926226631 1.45122468203934 1.22138575581271 0.0149178850324785 183 75 0.0436590436590437
163000 0.960713957852106 -0.211047662318881 1.43974763931555 1.22869997699667 0.0165529011321428 186 74 0.0446985446985447
164000 1.00893712055539 -0.233138954294626 1.51201596028136 1.27887700598673 0.0162283169003018 182 72 0.053014553014553
165000 1.03079163341856 -0.232085704643943 1.54476762694132 1.31268192229737 0.0166533600520732 170 74 0.0426195426195426
166000 0.981371441645001 -0.246912001460065 1.47070541117047 1.2237934097104 0.0163204199922091 178 70 0.0415800415800416
167000 1.03140317855026 -0.216002118276342 1.5456841022902 1.32968198401386 0.0172776575285937 183 70 0.0405405405405405
168000 1.00857301373493 -0.217679743052899 1.51147030157521 1.29379055852231 0.0152872516350591 177 73 0.0374220374220374
169000 0.992599320270631 -0.223261991425435 1.48753176371136 1.26426977228593 0.0151469976542714 179 72 0.0374220374220374
170000 0.991543665662274 -0.220999982638076 1.48594973586853 1.26494975323046 0.0162331009724963 178 76 0.0436590436590437
171000 1.00750552849174 -0.224062576237083 1.50987054407577 1.28580796783869 0.0159241325785746 179 72 0.0457380457380457
172000 1.02507457625639 -0.230161175388325 1.53619991593244 1.30603874054412 0.0169439984441546 182 70 0.0457380457380457
173000 0.999982129177282 -0.215810001043606 1.49859580791306 1.28278580686946 0.0168618572577621 189 69 0.0446985446985447
174000 0.995911375242472 -0.225222883096796 1.49249528410993 1.26727240101313 0.0153547186974168 179 70 0.0467775467775468
175000 1.00616778341474 -0.220715210277381 1.50786576908436 1.28715055880697 0.0141927463915612 179 69 0.0311850311850312
176000 0.98574825280799 -0.210188024251711 1.47726459924944 1.26707657499773 0.0159983605393051 175 71 0.0446985446985447
177000 0.995492923169553 -0.228275124236215 1.49186818238082 1.2635930581446 0.0156532431947203 178 73 0.0467775467775468
178000 1.00546416150168 -0.232234069469869 1.50681130539095 1.27457723592108 0.0160941955048409 182 73 0.0405405405405405
179000 1.01722584247837 -0.213596810656088 1.52443762619348 1.3108408155374 0.016431110801649 184 71 0.0405405405405405
180000 1.01145710249472 -0.23067121691654 1.51579246214084 1.2851212452243 0.0165543332920264 184 74 0.0467775467775468
181000 0.979549204271808 -0.232088667984477 1.46797456507951 1.23588589709504 0.0147173780011188 191 74 0.0457380457380457
182000 1.06464132132174 -0.228051139909483 1.59549553388161 1.36744439397213 0.0176123421485732 183 73 0.0457380457380457
183000 1.01941357280347 -0.226204222326856 1.52771620827848 1.30151198595162 0.0175168627939672 191 73 0.0592515592515593
184000 1.03115925086692 -0.229619108798234 1.54531854675373 1.3156994379555 0.0155116419128636 190 71 0.0446985446985447
185000 0.989475810959203 -0.232835263363805 1.48285080209864 1.25001553873484 0.01553560879123 187 72 0.0384615384615385
186000 1.04224114620895 -0.248775525633637 1.56192612544813 1.31315059981449 0.0156233046823322 185 74 0.0405405405405405
187000 0.9687579366081 -0.236703944282648 1.451802527589 1.21509858330635 0.0164850292345444 186 75 0.0540540540540541
188000 0.968140988159654 -0.23474923320499 1.45087795470758 1.21612872150259 0.0137521852347403 191 74 0.0374220374220374
189000 0.987045189921048 -0.223957924935789 1.47920821850427 1.25525029356848 0.0151938801951851 184 74 0.0426195426195426
190000 1.01362971832072 -0.229580795443236 1.51904839329607 1.28946759785283 0.015582449148591 185 73 0.0498960498960499
191000 0.966036473767185 -0.232478207929731 1.44772408189903 1.2152458739693 0.0151202566993174 182 70 0.0457380457380457
192000 1.03050540375992 -0.221828396826303 1.54433867670909 1.32251027988278 0.0167832819258648 177 70 0.0467775467775468
193000 1.04452330279658 -0.228745278678143 1.5653462168632 1.33660093818505 0.016689165775426 174 72 0.0415800415800416
194000 0.976631387965718 -0.237709900085983 1.4636018596511 1.22589195956512 0.015585757345667 177 71 0.0446985446985447
195000 0.953739330669102 -0.239773228614826 1.42929530546554 1.18952207685072 0.0144453305817828 176 70 0.0374220374220374
196000 0.964057907613884 -0.224457347896151 1.44475895796681 1.22030161007066 0.0153181080112313 183 72 0.0311850311850312
197000 0.956923798757417 -0.249127097378976 1.43406762127833 1.18494052389936 0.0147264096193102 176 71 0.0467775467775468
198000 1.00455077008164 -0.237225529955767 1.50544247637579 1.26821694642002 0.0147593738605617 192 74 0.0311850311850312
199000 0.998169725833194 -0.216306194704057 1.49587969932027 1.27957350461621 0.0151768147728863 195 73 0.0405405405405405
200000 1.040341528422 -0.198038165502836 1.55907931532112 1.36104114981829 0.0165855140289547 192 71 0.0436590436590437
201000 1.01762937325071 -0.222761742519423 1.52504236652448 1.30228062400505 0.0155734779654177 192 72 0.0457380457380457
202000 1.01697220491993 -0.204181250177017 1.52405751921885 1.31987626904183 0.0164409059139291 190 72 0.0395010395010395
203000 1.02381742317505 -0.225766435401705 1.53431591792624 1.30854948252454 0.0159530090023784 188 71 0.0374220374220374
204000 0.987839007275098 -0.218325743444658 1.48039785112301 1.26207210767835 0.0161047294937685 197 71 0.0478170478170478
205000 0.991723546011437 -0.206359910140644 1.4862193086232 1.27985939848256 0.0163792316296948 198 71 0.0395010395010395
206000 1.006723841816 -0.210427908342918 1.50869909076558 1.29827118242267 0.0160140846487348 190 70 0.0467775467775468
207000 0.985322089173714 -0.211021843725602 1.47662594080028 1.26560409707467 0.0159366188916943 199 74 0.0384615384615385
208000 0.986324490016883 -0.22966621216937 1.47812816134762 1.24846194917825 0.0145759621575912 199 71 0.0384615384615385
209000 1.04627136658793 -0.205305905537498 1.56796590474886 1.36265999921136 0.0164220138289006 195 72 0.0405405405405405
210000 0.976294725648938 -0.207672403193809 1.46309732989813 1.25542492670432 0.0155056727933683 198 73 0.0405405405405405
211000 0.994265596294813 -0.217918255031442 1.49002888260159 1.27211062757015 0.0148812966616441 198 71 0.0353430353430353
212000 0.99020214866924 -0.218979316593726 1.48393930819853 1.2649599916048 0.0149246845113368 205 70 0.0405405405405405
213000 0.985852812829354 -0.220883766525017 1.47742129525942 1.2565375287344 0.0156036466208747 206 72 0.0363825363825364
214000 1.01049425613449 -0.200586385705233 1.51434951883516 1.31376313312993 0.0169736811262277 206 70 0.0353430353430353
215000 1.00290090109073 -0.21942789488886 1.50296994543624 1.28354205054738 0.0160821931079877 205 71 0.0426195426195426
216000 0.980101222930036 -0.213844902240204 1.46880183271058 1.25495693047037 0.0154326145383677 206 69 0.0550935550935551
217000 0.959244391544004 -0.217491171901211 1.43754531404942 1.22005414214821 0.0139536878756878 206 69 0.0405405405405405
218000 1.01325940334273 -0.206743828760239 1.5184934309048 1.31174960214457 0.0162786654982991 207 71 0.0384615384615385
219000 1.06148625579507 -0.208904771394749 1.5907672814119 1.38186251001715 0.0167978016638039 213 71 0.0415800415800416
220000 1.02773766554921 -0.227538544839446 1.5401908817046 1.31265233686516 0.015895696291466 216 70 0.0384615384615385
221000 1.00278015895685 -0.222755005573293 1.50278899854691 1.28003399297362 0.0156251792340173 219 70 0.0415800415800416
222000 1.00948940589811 -0.223050883362917 1.51284362757182 1.2897927442089 0.0154039410139102 216 68 0.0467775467775468
223000 0.984232744031474 -0.224858488254244 1.47499342356232 1.25013493530808 0.0160398478622373 207 69 0.0436590436590437
224000 0.982235980802064 -0.229540644293797 1.47200102908078 1.24246038478698 0.0146741248693631 210 69 0.0395010395010395
225000 0.990979418867732 -0.233446110382096 1.48510414287616 1.25165803249406 0.0157398078095129 218 70 0.051975051975052
226000 0.986053204279405 -0.224007219346702 1.47772160641321 1.25371438706651 0.0149917566938019 206 71 0.0488565488565489
227000 1.01589397426702 -0.221192470049701 1.52244165840568 1.30124918835598 0.0158166830193898 215 68 0.051975051975052
228000 1.00940087062528 -0.216106242261441 1.51271094661199 1.29660470435055 0.015384958972532 212 67 0.0498960498960499
229000 1.01844786651782 -0.229674312797454 1.52626897902395 1.2965946662265 0.0153076664895593 214 69 0.0478170478170478
230000 1.06602918078965 -0.222232236088364 1.59757541143132 1.37534317534296 0.0166084006269877 209 65 0.0374220374220374
231000 0.982456766528581 -0.207047084192824 1.47233190355798 1.26528481936516 0.0156281698944343 201 68 0.0426195426195426
232000 0.975939939625171 -0.225920374564813 1.46256563954846 1.23664526498365 0.0150422810691653 212 66 0.051975051975052
233000 1.01789047110792 -0.203765051815706 1.52543365367137 1.32166860185566 0.0156502581094523 217 67 0.0426195426195426
234000 1.02433313759979 -0.210342192289622 1.53508877921291 1.32474658692329 0.0158532082615898 217 67 0.0280665280665281
235000 0.999936560463968 -0.198544361663784 1.49852751760991 1.29998315594613 0.0167694451586226 218 65 0.0457380457380457
236000 1.00836112617968 -0.21834264571525 1.51115276209847 1.29281011638322 0.0154801509322897 216 65 0.0488565488565489
237000 0.996905383449302 -0.205980709665039 1.49398492726287 1.28800421759783 0.0158943635856081 213 63 0.0467775467775468
238000 0.93591759188011 -0.214123198109491 1.40258724513163 1.18846404702213 0.0147372788760437 217 63 0.053014553014553
239000 1.00986129684839 -0.214558684919779 1.51340095175075 1.29884226683097 0.0152449487075964 221 62 0.0384615384615385
